,class,x,y,w,h,frameNo
8179,5,0.127778,0.463672,0.25,0.107031,17415
9399,5,0.136111,0.460938,0.266667,0.1125,17417
1223,5,0.138889,0.463281,0.269444,0.109375,17418
641,5,0.140972,0.465625,0.276389,0.1125,17419
1252,5,0.148611,0.469141,0.291667,0.132031,17420
1819,5,0.168056,0.474609,0.325,0.144531,17421
2476,5,0.150694,0.471875,0.298611,0.125,17422
1865,5,0.165972,0.473437,0.326389,0.129688,17423
1195,5,0.165972,0.475391,0.323611,0.141406,17424
670,5,0.172917,0.475781,0.340278,0.151562,17425
26,5,0.177778,0.471484,0.347222,0.144531,17426
592,5,0.182639,0.476953,0.351389,0.141406,17427
8753,5,0.190278,0.471484,0.369444,0.128906,17428
8197,5,0.194444,0.472266,0.377778,0.127344,17429
1206,5,0.201389,0.466406,0.394444,0.121875,17430
645,5,0.204167,0.469922,0.402778,0.128906,17431
42,5,0.209722,0.475781,0.416667,0.132812,17432
588,5,0.218056,0.474609,0.427778,0.130469,17433
1240,5,0.220139,0.469141,0.4375,0.114844,17434
1846,5,0.226389,0.467969,0.447222,0.1125,17435
2460,5,0.227778,0.469141,0.45,0.121094,17436
1868,5,0.2375,0.465625,0.463889,0.1125,17437
7563,5,0.238889,0.470703,0.472222,0.116406,17438
8153,5,0.24375,0.469141,0.481944,0.114844,17439
4140,5,0.248611,0.470313,0.494444,0.125,17440
4695,5,0.253472,0.471484,0.506944,0.121094,17441
4121,5,0.258333,0.471484,0.516667,0.119531,17442
3603,5,0.261806,0.473828,0.520833,0.128906,17443
3019,5,0.268056,0.473047,0.536111,0.124219,17444
2506,5,0.275,0.472656,0.544444,0.123438,17445
3068,5,0.28125,0.470313,0.548611,0.121875,17446
3541,5,0.2875,0.474219,0.563889,0.125,17447
6869,5,0.293056,0.472656,0.572222,0.121875,17448
6399,5,0.295139,0.475781,0.579167,0.13125,17449
2998,5,0.302083,0.475,0.595833,0.135937,17450
2512,5,0.304167,0.48125,0.594444,0.1375,17451
3064,5,0.309722,0.476953,0.611111,0.133594,17452
3558,5,0.320139,0.478125,0.620833,0.148438,17453
4159,5,0.331944,0.475,0.622222,0.1375,17454
4688,5,0.336806,0.478516,0.618056,0.132031,17455
4125,5,0.346528,0.480469,0.623611,0.14375,17456
3586,5,0.365278,0.482031,0.6,0.132812,17457
4711,5,0.370139,0.482812,0.601389,0.13125,17458
5242,5,0.375,0.483203,0.605556,0.135156,17459
6895,5,0.384028,0.483203,0.618056,0.133594,17460
6368,5,0.402083,0.481641,0.623611,0.135156,17461
5832,5,0.413194,0.485938,0.618056,0.139062,17462
6349,5,0.417361,0.485938,0.6375,0.139062,17463
4731,5,0.434028,0.489062,0.626389,0.134375,17464
5225,5,0.440972,0.489453,0.631944,0.133594,17465
5779,5,0.450694,0.492188,0.620833,0.135937,17466
5278,5,0.459722,0.490625,0.613889,0.129688,17467
4171,5,0.477083,0.491406,0.623611,0.135937,17468
4670,5,0.484028,0.492969,0.643056,0.140625,17469
4734,5,0.496528,0.492969,0.640278,0.153125,17470
5209,5,0.508333,0.4875,0.638889,0.134375,17471
5794,5,0.519444,0.493359,0.622222,0.146094,17472
5271,5,0.529167,0.492188,0.627778,0.145313,17473
6891,5,0.5375,0.496484,0.625,0.144531,17474
6381,5,0.548611,0.496484,0.630556,0.144531,17475
5818,5,0.558333,0.49375,0.627778,0.14375,17476
6355,5,0.573611,0.496484,0.633333,0.144531,17477
3033,5,0.5875,0.492969,0.625,0.135937,17478
2490,5,0.599306,0.491406,0.648611,0.140625,17479
3641,5,0.609028,0.496484,0.654167,0.147656,17480
4083,5,0.621528,0.496875,0.645833,0.145313,17481
4656,5,0.634028,0.494531,0.651389,0.145313,17482
4175,5,0.645139,0.497266,0.626389,0.141406,17483
3496,5,0.654167,0.494922,0.636111,0.130469,17484
3113,5,0.659722,0.496875,0.647222,0.140625,17485
2545,5,0.667361,0.494922,0.629167,0.132031,17486
