,class,x,y,w,h,frameNo
445,5,0.263889,0.342969,0.238889,0.139062,10476
501,5,0.266667,0.342187,0.233333,0.1375,10477
2512,5,0.265278,0.341406,0.219444,0.139062,10478
2703,5,0.215278,0.342187,0.247222,0.1375,10490
2652,5,0.225,0.341406,0.227778,0.135937,10491
2459,5,0.233333,0.341406,0.2,0.135937,10492
2506,5,0.231944,0.341406,0.186111,0.135937,10493
2864,5,0.220833,0.341406,0.208333,0.135937,10494
2901,5,0.206944,0.342187,0.230556,0.134375,10495
259,5,0.209722,0.341406,0.186111,0.132812,10498
1342,5,0.225,0.366406,0.327778,0.0984375,15632
1146,5,0.230556,0.366406,0.333333,0.0984375,15633
938,5,0.238889,0.367188,0.333333,0.096875,15634
747,5,0.25,0.367188,0.327778,0.09375,15635
951,5,0.255556,0.367969,0.338889,0.0953125,15636
1142,5,0.2625,0.367188,0.347222,0.096875,15637
2382,5,0.270833,0.366406,0.358333,0.0984375,15638
2172,5,0.273611,0.365625,0.369444,0.1,15639
368,5,0.281944,0.364844,0.375,0.101562,15640
187,5,0.295833,0.364844,0.380556,0.101562,15641
6,5,0.295833,0.364062,0.397222,0.1,15642
168,5,0.290278,0.365625,0.425,0.1,15643
382,5,0.311111,0.366406,0.405556,0.0984375,15644
560,5,0.302778,0.367188,0.444444,0.1,15645
740,5,0.315278,0.366406,0.436111,0.0984375,15646
567,5,0.327778,0.366406,0.444444,0.0984375,15647
2579,5,0.333333,0.367188,0.45,0.1,15648
2779,5,0.333333,0.36875,0.466667,0.1,15649
380,5,0.336111,0.36875,0.472222,0.1,15650
564,5,0.334722,0.367188,0.502778,0.103125,15651
736,5,0.345833,0.367188,0.508333,0.103125,15652
568,5,0.368056,0.367188,0.486111,0.103125,15653
369,5,0.393056,0.367188,0.469444,0.103125,15654
183,5,0.401389,0.367969,0.480556,0.104687,15655
10,5,0.409722,0.36875,0.497222,0.103125,15656
166,5,0.422222,0.36875,0.494444,0.103125,15657
2973,5,0.425,0.369531,0.494444,0.101562,15658
2790,5,0.430556,0.369531,0.505556,0.101562,15659
2587,5,0.436111,0.36875,0.511111,0.103125,15660
2773,5,0.440278,0.369531,0.541667,0.101562,15661
2572,5,0.445833,0.369531,0.552778,0.101562,15662
2391,5,0.452778,0.369531,0.561111,0.101562,15663
2978,5,0.465278,0.369531,0.558333,0.101562,15664
2785,5,0.472222,0.36875,0.566667,0.1,15665
2987,5,0.477778,0.369531,0.577778,0.101562,15666
3181,5,0.491667,0.370313,0.577778,0.103125,15667
374,5,0.505556,0.370313,0.577778,0.103125,15668
176,5,0.518056,0.371094,0.569444,0.107813,15669
2983,5,0.530556,0.371094,0.572222,0.107813,15670
2783,5,0.540278,0.371875,0.575,0.10625,15671
2988,5,0.555556,0.371875,0.577778,0.10625,15672
